Test method	Hit method	Comment	Jaccard index	Jaccard containment AB	Jaccard containment BA	curated
PTHR10890:SF3	TIGR00435		0.451282051282051	0.846153846153846	0.491620111731844	
SFLDF00003	PTHR43287	C	0.189189189189189	1	0.189189189189189	
SFLDF00003	PTHR43287:SF1		0.375	0.428571428571429	0.75	
SFLDF00003	PTHR43287:SF4		0.307692307692308	0.571428571428571	0.4	
SFLDF00003	SFLDS00001	C	0.0219435736677116	1	0.0219435736677116	
SFLDF00003	SFLDG00179	C	0.109375	1	0.109375	
TIGR01502	PTHR42969	C	0.05	1	0.05	
TIGR01502	SFLDF00007	E	1	1	1	
TIGR01502	SFLDG00151	E	1	1	1	
PTHR43685:SF1	PTHR43685		0.135802469135802	0.846153846153846	0.139240506329114	
PTHR11550:SF0	TIGR00337	C	0.210526315789474	0.947368421052632	0.21301775147929	
PTHR11550:SF0	PTHR11550	C	0.186274509803922	1	0.186274509803922	
PTHR22976	SFLDF00272	P	0.666666666666667	0.666666666666667	1	
PTHR22976	SFLDG01278	E	0.913793103448276	0.929824561403509	0.981481481481482	
PTHR22976	SFLDG01060	C	0.642857142857143	0.947368421052632	0.666666666666667	
PTHR22976	SFLDG01082		0.00248756218905473	0.0175438596491228	0.00289017341040462	
PTHR22976	SFLDG01279	P	0.0175438596491228	0.0175438596491228	1	
PTHR22976	TIGR00433	E	0.913793103448276	0.929824561403509	0.981481481481482	
PTHR22976	SFLDF00330	P	0.0175438596491228	0.0175438596491228	1	
PTHR22976	TIGR03957	P	0.0175438596491228	0.0175438596491228	1	
PTHR22976	SFLDS00029	C	0.0427480916030534	0.982456140350877	0.0427807486631016	
PTHR43335	PTHR43335:SF4	P	0.516129032258065	0.516129032258065	1	
PTHR45527	TIGR01733		0.127272727272727	0.169184290030211	0.339393939393939	
PTHR11702:SF3	TIGR00231		0.0016366612111293	0.269230769230769	0.00164396430248943	
PTHR11702:SF3	TIGR02729		0.307692307692308	0.615384615384615	0.380952380952381	
PTHR11702:SF3	PTHR11702	C	0.141210374639769	0.942307692307692	0.142441860465116	
PTHR43160	TIGR01340	P	0.644230769230769	0.638095238095238	1.01515151515152	
PTHR43160	PTHR43160:SF3	P	0.7	0.733333333333333	0.939024390243902	
PTHR13932:SF14	PTHR13932	C	0.287037037037037	0.939393939393939	0.292452830188679	
PTHR13932:SF14	SFLDG01065		0.26984126984127	0.515151515151515	0.361702127659574	
PTHR13932:SF14	SFLDF00562		0.294871794871795	0.696969696969697	0.338235294117647	
PTHR13932:SF14	SFLDG01082		0.0215633423180593	0.242424242424242	0.023121387283237	
PTHR13932:SF14	TIGR00539		0.315789473684211	0.727272727272727	0.358208955223881	
PTHR13932:SF14	SFLDF00288		0.379310344827586	0.666666666666667	0.468085106382979	
PTHR13932:SF14	SFLDS00029		0.00149253731343284	0.0606060606060606	0.00152788388082506	
PTHR11731:SF110	PTHR11731	C	0.0898058252427184	1	0.0898058252427184	
PTHR10457:SF6	PTHR10457	C	0.248945147679325	0.936507936507937	0.253218884120172	
PTHR43591	PTHR43591:SF14		0.00961538461538462	0.00963391136801541	0.833333333333333	
PTHR43591	TIGR01934	P	0.215384615384615	0.215799614643545	0.991150442477876	
SFLDG01107	PTHR43076	C	0.0285714285714286	1	0.0285714285714286	
SFLDG01107	TIGR04043	E	1	1	1	
SFLDG01107	PTHR43076:SF1	C	0.0476190476190476	1	0.0476190476190476	
PTHR42684	PTHR42684:SF3	P	0.423728813559322	0.442477876106195	0.909090909090909	
PTHR42684	TIGR00508	P	0.288288288288288	0.283185840707965	1.06666666666667	
SFLDF00343	SFLDF00293		0.181818181818182	0.210526315789474	0.571428571428571	
SFLDF00343	PTHR43076	C	0.542857142857143	1	0.542857142857143	
SFLDF00343	SFLDF00342		0.545454545454545	0.631578947368421	0.8	
SFLDF00343	SFLDG01082		0.0138888888888889	0.263157894736842	0.0144508670520231	
SFLDF00343	TIGR03551		0.217391304347826	0.263157894736842	0.555555555555556	
SFLDF00343	SFLDG01064	C	0.5	0.947368421052632	0.514285714285714	
SFLDF00343	SFLDG01389	C	0.730769230769231	1	0.730769230769231	
SFLDF00343	TIGR03699		0.318181818181818	0.368421052631579	0.7	
SFLDF00343	TIGR03700	P	0.315789473684211	0.315789473684211	1	
SFLDF00343	SFLDG01388		0.225806451612903	0.368421052631579	0.368421052631579	
SFLDF00343	PTHR43076:SF3		0.05	0.0526315789473684	0.5	
SFLDF00343	TIGR00423	C	0.730769230769231	1	0.730769230769231	
SFLDF00343	PTHR43076:SF1		0.379310344827586	0.578947368421053	0.523809523809524	
SFLDF00343	PTHR43076:SF7	P	0.368421052631579	0.368421052631579	1	
SFLDF00343	SFLDS00029	C	0.0137404580152672	0.947368421052632	0.0137509549274255	
PTHR30244:SF28	PTHR30244	C	0.285714285714286	1	0.285714285714286	
PTHR43160:SF3	TIGR01340		0.626373626373626	0.695121951219512	0.863636363636364	
PTHR43160:SF3	PTHR43160	C	0.7	0.939024390243902	0.733333333333333	
SFLDF00280	SFLDG01067	C	0.0113636363636364	1	0.0113636363636364	
SFLDF00280	PTHR11228:SF7	C	0.0882352941176471	1	0.0882352941176471	
SFLDF00280	TIGR02109	E	1	1	1	
SFLDF00280	SFLDG01386	C	0.02	1	0.02	
SFLDF00280	PTHR11228	C	0.0461538461538462	1	0.0461538461538462	
SFLDF00284	TIGR03972	P	0.106060606060606	0.106060606060606	1	
SFLDF00284	PTHR13930:SF0		0.648351648351648	0.893939393939394	0.702380952380952	
SFLDF00284	PTHR13930	C	0.555555555555556	0.909090909090909	0.588235294117647	
SFLDF00284	SFLDG01071	E	1	1	1	
SFLDF00284	SFLDS00029	C	0.0504201680672269	1	0.0504201680672269	
SFLDF00284	PTHR13930:SF1	P	0.0303030303030303	0.0303030303030303	1	
TIGR00190	PTHR30557	E	0.907407407407407	1	0.907407407407407	
PTHR10949:SF14	PTHR10949	C	0.0988372093023256	0.944444444444444	0.0994152046783626	
PTHR10949:SF14	SFLDG01058		0.131578947368421	0.833333333333333	0.135135135135135	
PTHR10949:SF14	TIGR00510		0.125	0.833333333333333	0.128205128205128	
PTHR10949:SF14	SFLDF00271		0.131578947368421	0.833333333333333	0.135135135135135	
PTHR10949:SF14	SFLDS00029		0.0122044241037376	0.888888888888889	0.0122230710466005	
PTHR12001:SF44	SFLDG01017		0.144067796610169	0.441558441558442	0.176165803108808	
PTHR12001:SF44	SFLDS00005		0.148614609571788	0.766233766233766	0.155672823218997	
PTHR12001:SF44	PTHR12001	C	0.237179487179487	0.961038961038961	0.239482200647249	
PTHR43786	SFLDF00009		0.0363636363636364	0.153846153846154	0.0454545454545455	
PTHR43786	SFLDG00180		0.191489361702128	0.692307692307692	0.209302325581395	
PTHR43786	SFLDS00001		0.0121951219512195	0.307692307692308	0.0125391849529781	
PTHR43786	SFLDF00010		0.411764705882353	0.538461538461538	0.636363636363636	
TIGR01934	PTHR43591	C	0.213051823416507	0.982300884955752	0.213872832369942	
PTHR30191:SF7	PTHR30191	C	0.296296296296296	1	0.296296296296296	
PTHR30191:SF7	TIGR01255	C	0.470588235294118	1	0.470588235294118	
PTHR10758	PTHR10758:SF2	P	0.350515463917526	0.352331606217617	0.985507246376812	
PTHR30559	TIGR01520	E	0.961538461538462	0.961538461538462	1	
PTHR30559	TIGR00167	C	0.320512820512821	0.961538461538462	0.324675324675325	
PTHR30559	PTHR30559:SF0	P	0.692307692307692	0.692307692307692	1	
SFLDG01061	SFLDF00295	P	0.0317460317460317	0.0317460317460317	1	
SFLDG01061	PTHR43020:SF1	P	0.220472440944882	0.222222222222222	0.96551724137931	
SFLDG01061	SFLDF00413	P	0.373015873015873	0.373015873015873	1	
SFLDG01061	PTHR43020:SF3	P	0.0238095238095238	0.0238095238095238	1	
SFLDG01061	PTHR43837	P	0.171875	0.174603174603175	0.916666666666667	
SFLDG01061	SFLDF00273	P	0.587301587301587	0.587301587301587	1	
SFLDG01061	SFLDG01082	C	0.360230547550432	0.992063492063492	0.361271676300578	
SFLDG01061	TIGR00089	C	0.732558139534884	1	0.732558139534884	
SFLDG01061	TIGR01574	P	0.492063492063492	0.492063492063492	1	
SFLDG01061	TIGR01579	P	0.102362204724409	0.103174603174603	0.928571428571429	
SFLDG01061	PTHR11918		0.118483412322275	0.198412698412698	0.227272727272727	
SFLDG01061	TIGR01578		0.069364161849711	0.0952380952380952	0.203389830508475	
SFLDG01061	SFLDF00274	P	0.158730158730159	0.158730158730159	1	
SFLDG01061	SFLDS00029	C	0.0954198473282443	0.992063492063492	0.0954927425515661	
SFLDG01061	PTHR43020:SF2		0.338235294117647	0.365079365079365	0.821428571428571	
SFLDG01061	PTHR43020		0.572463768115942	0.626984126984127	0.868131868131868	
SFLDG01061	TIGR01125	P	0.173228346456693	0.174603174603175	0.956521739130435	
TIGR00043	PTHR10000		0.0316742081447964	0.101449275362319	0.0440251572327044	
PTHR13068	PTHR13068:SF78	P	0.0213143872113677	0.0213143872113677	1	
TIGR04278	PTHR21339	C	0.806451612903226	1	0.806451612903226	
TIGR04278	SFLDG01088	C	0.888888888888889	0.96	0.923076923076923	
TIGR04278	SFLDG01067	C	0.0905660377358491	0.96	0.0909090909090909	
TIGR04278	SFLDF00318	E	0.96	0.96	1	
TIGR04278	SFLDS00029		0.015220700152207	0.8	0.0152788388082506	
TIGR01578	SFLDG01082	C	0.170520231213873	1	0.170520231213873	
TIGR01578	TIGR00089	C	0.3125	0.932203389830508	0.319767441860465	
TIGR01578	PTHR11918	C	0.536363636363636	1	0.536363636363636	
TIGR01578	SFLDG01061		0.069364161849711	0.203389830508475	0.0952380952380952	
TIGR01578	SFLDS00029	C	0.0450725744843392	1	0.0450725744843392	
PTHR43076:SF1	SFLDF00293		0.217391304347826	0.238095238095238	0.714285714285714	
PTHR43076:SF1	PTHR43076	C	0.513513513513513	0.904761904761905	0.542857142857143	
PTHR43076:SF1	SFLDF00342		0.44	0.523809523809524	0.733333333333333	
PTHR43076:SF1	SFLDG01082		0.00547945205479452	0.0952380952380952	0.00578034682080925	
PTHR43076:SF1	TIGR03551		0.25	0.285714285714286	0.666666666666667	
PTHR43076:SF1	SFLDF00294		0.0740740740740741	0.0952380952380952	0.25	
PTHR43076:SF1	SFLDG01064		0.435897435897436	0.80952380952381	0.485714285714286	
PTHR43076:SF1	SFLDG01389		0.516129032258065	0.761904761904762	0.615384615384615	
PTHR43076:SF1	TIGR03699	P	0.476190476190476	0.476190476190476	1	
PTHR43076:SF1	SFLDG01388		0.212121212121212	0.333333333333333	0.368421052631579	
PTHR43076:SF1	TIGR04043	P	0.0476190476190476	0.0476190476190476	1	
PTHR43076:SF1	TIGR00423		0.516129032258065	0.761904761904762	0.615384615384615	
PTHR43076:SF1	SFLDG01107	P	0.0476190476190476	0.0476190476190476	1	
PTHR43076:SF1	SFLDF00343		0.333333333333333	0.476190476190476	0.526315789473684	
PTHR43076:SF1	SFLDS00029		0.0129474485910129	0.80952380952381	0.012987012987013	
PTHR43076:SF1	TIGR03550		0.0740740740740741	0.0952380952380952	0.25	
PTHR30559:SF0	TIGR01520	C	0.72	1	0.72	
PTHR30559:SF0	TIGR00167	C	0.233766233766234	1	0.233766233766234	
PTHR30559:SF0	PTHR30559	C	0.692307692307692	1	0.692307692307692	
PTHR30576	TIGR03025	P	0.508474576271186	0.508474576271186	1	
PTHR30576	PTHR30576:SF0	P	0.338983050847458	0.338983050847458	1	
PTHR31983	PTHR31983:SF9	P	0.394736842105263	0.405405405405405	0.9375	
PTHR11902:SF13	SFLDF00002		0.00938967136150235	0.166666666666667	0.00985221674876847	
PTHR11902:SF13	SFLDG00178		0.00881057268722467	0.166666666666667	0.00921658986175115	
PTHR11902:SF13	TIGR01060		0.0372093023255814	0.666666666666667	0.037914691943128	
PTHR11902:SF13	PTHR11902	C	0.0335195530726257	1	0.0335195530726257	
PTHR11902:SF13	SFLDS00001		0.0279503105590062	0.75	0.0282131661442006	
TIGR04190	PTHR43409:SF1	E	1	1	1	
TIGR04190	PTHR43409	C	0.032258064516129	1	0.032258064516129	
TIGR04190	SFLDG01123	C	0.0540540540540541	1	0.0540540540540541	
TIGR04190	SFLDG01082	C	0.00578034682080925	1	0.00578034682080925	
TIGR04190	SFLDF00326	E	1	1	1	
TIGR04190	SFLDS00029	C	0.00152788388082506	1	0.00152788388082506	
TIGR00238	SFLDF00283	P	0.217391304347826	0.217391304347826	1	
TIGR00238	TIGR03821	P	0.347826086956522	0.347826086956522	1	
TIGR00238	TIGR03820	P	0.173913043478261	0.173913043478261	1	
TIGR00238	PTHR30538	C	0.766666666666667	1	0.766666666666667	
TIGR00238	PTHR30538:SF0		0.172413793103448	0.217391304347826	0.454545454545455	
TIGR00238	SFLDG01070	C	0.884615384615385	1	0.884615384615385	
TIGR00238	TIGR03822	P	0.0434782608695652	0.0434782608695652	1	
TIGR00238	SFLDF00314	P	0.347826086956522	0.347826086956522	1	
TIGR00238	PTHR30538:SF1	P	0.708333333333333	0.739130434782609	0.944444444444444	
TIGR00238	SFLDS00029	C	0.016793893129771	0.956521739130435	0.0168067226890756	
PTHR30191:SF0	PTHR30191		0.586206896551724	0.894736842105263	0.62962962962963	
PTHR30191:SF0	TIGR01255		0.333333333333333	0.473684210526316	0.529411764705882	
PTHR24220:SF642	PTHR24220	C	0.0251572327044025	1	0.0251572327044025	
PTHR31739	PTHR31739:SF4		0.275862068965517	0.293577981651376	0.82051282051282	
PTHR31739	PTHR31739:SF3		0.285714285714286	0.311926605504587	0.772727272727273	
PTHR43734	PTHR43734:SF3	P	0.13953488372093	0.13953488372093	1	
PTHR43734	PTHR43734:SF1	P	0.372093023255814	0.372093023255814	1	
PTHR43734	TIGR02734	P	0.441860465116279	0.441860465116279	1	
PTHR10949:SF23	PTHR10949	C	0.0116959064327485	1	0.0116959064327485	
PTHR10949:SF23	SFLDG01058	C	0.018018018018018	1	0.018018018018018	
PTHR10949:SF23	TIGR00510	C	0.0170940170940171	1	0.0170940170940171	
PTHR10949:SF23	SFLDF00271	C	0.018018018018018	1	0.018018018018018	
PTHR10949:SF23	SFLDS00029	C	0.00152788388082506	1	0.00152788388082506	
SFLDF00314	TIGR03821	E	1	1	1	
SFLDF00314	PTHR30538	C	0.266666666666667	1	0.266666666666667	
SFLDF00314	SFLDG01070	C	0.307692307692308	1	0.307692307692308	
SFLDF00314	TIGR00238	C	0.347826086956522	1	0.347826086956522	
SFLDF00314	PTHR30538:SF1	C	0.444444444444444	1	0.444444444444444	
SFLDF00314	SFLDS00029	C	0.00611153552330023	1	0.00611153552330023	
TIGR03962	SFLDG01067	C	0.00378787878787879	1	0.00378787878787879	
TIGR03962	SFLDG01387	C	0.0555555555555556	1	0.0555555555555556	
TIGR03962	PTHR11228:SF7	C	0.0294117647058824	1	0.0294117647058824	
TIGR03962	SFLDG01386	C	0.00666666666666667	1	0.00666666666666667	
TIGR03962	PTHR11228	C	0.0153846153846154	1	0.0153846153846154	
TIGR03962	SFLDF00316	E	1	1	1	
TIGR03962	SFLDS00029	C	0.000763941940412529	1	0.000763941940412529	
SFLDG01069	SFLDG01082		0.0373563218390805	0.866666666666667	0.0375722543352601	
SFLDG01069	TIGR03904	E	1	1	1	
SFLDG01069	PTHR32331	E	1	1	1	
SFLDG01069	SFLDS00029		0.00151285930408472	0.133333333333333	0.00152788388082506	
PTHR30544:SF4	TIGR00048	C	0.0294117647058824	1	0.0294117647058824	
PTHR30544:SF4	SFLDG01062	C	0.027027027027027	1	0.027027027027027	
PTHR30544:SF4	PTHR30544	C	0.0206185567010309	1	0.0206185567010309	
PTHR30544:SF4	SFLDF00275	C	0.0266666666666667	1	0.0266666666666667	
PTHR30544:SF4	SFLDS00029	C	0.00152788388082506	1	0.00152788388082506	
PTHR24291:SF109	PTHR24291	C	0.037109375	0.926829268292683	0.0372184133202742	
SFLDF00319	TIGR03955	C	0.75	1	0.75	
SFLDF00319	SFLDG01060	C	0.0740740740740741	1	0.0740740740740741	
SFLDF00319	PTHR43583	C	0.375	1	0.375	
SFLDF00319	PTHR43583:SF2	C	0.75	1	0.75	
SFLDF00319	SFLDG01081		0.125	0.166666666666667	0.333333333333333	
SFLDF00319	SFLDS00029		0.0030511060259344	0.666666666666667	0.00305576776165011	
TIGR03957	SFLDG01060	C	0.0123456790123457	1	0.0123456790123457	
TIGR03957	SFLDG01082	C	0.00289017341040462	1	0.00289017341040462	
TIGR03957	SFLDG01279	E	1	1	1	
TIGR03957	SFLDF00330	E	1	1	1	
TIGR03957	PTHR22976	C	0.0175438596491228	1	0.0175438596491228	
TIGR03957	SFLDS00029	C	0.000763941940412529	1	0.000763941940412529	
PTHR31983:SF9	PTHR31983	C	0.394736842105263	0.9375	0.405405405405405	
PTHR21152:SF31	PTHR21152	C	0.158940397350993	1	0.158940397350993	
PTHR43281:SF8	SFLDG01017		0.0360824742268041	0.875	0.0362694300518135	
PTHR43281:SF8	SFLDS00005	C	0.0211081794195251	1	0.0211081794195251	
PTHR43281:SF8	PTHR43281	C	0.0898876404494382	1	0.0898876404494382	
SFLDS00001	SFLDF00008	P	0.00626959247648903	0.00626959247648903	1	
SFLDS00001	PTHR13794:SF58		0.0368271954674221	0.0407523510971787	0.276595744680851	
SFLDS00001	SFLDF00002	P	0.62111801242236	0.626959247648903	0.985221674876847	
SFLDS00001	SFLDF00118	P	0.00626959247648903	0.00626959247648903	1	
SFLDS00001	SFLDG00178	P	0.659442724458204	0.667711598746082	0.981566820276498	
SFLDS00001	PTHR11902:SF1		0.141993957703928	0.147335423197492	0.796610169491525	
SFLDS00001	SFLDF00116	P	0.00626959247648903	0.00626959247648903	1	
SFLDS00001	PTHR43287:SF5		0.00625	0.00626959247648903	0.666666666666667	
SFLDS00001	PTHR43287	P	0.105590062111801	0.106583072100313	0.918918918918919	
SFLDS00001	PTHR13794		0.0635359116022099	0.0721003134796238	0.348484848484849	
SFLDS00001	SFLDF00564	P	0.00313479623824451	0.00313479623824451	1	
SFLDS00001	SFLDF00006		0.015527950310559	0.0156739811912226	0.625	
SFLDS00001	PTHR43287:SF3	P	0.0156739811912226	0.0156739811912226	1	
SFLDS00001	PTHR11902:SF5		0.0534124629080119	0.0564263322884013	0.5	
SFLDS00001	PTHR11902:SF6		0.00625	0.00626959247648903	0.666666666666667	
SFLDS00001	PTHR11902:SF32		0.0155763239875389	0.0156739811912226	0.714285714285714	
SFLDS00001	PTHR11902:SF21		0.00625	0.00626959247648903	0.666666666666667	
SFLDS00001	PTHR42969		0.0780780780780781	0.0815047021943574	0.65	
SFLDS00001	PTHR43287:SF8	P	0.0250783699059561	0.0250783699059561	1	
SFLDS00001	PTHR11902:SF8		0.037037037037037	0.0376175548589342	0.705882352941177	
SFLDS00001	SFLDG00033	P	0.0156739811912226	0.0156739811912226	1	
SFLDS00001	SFLDF00009		0.0707964601769911	0.0752351097178683	0.545454545454545	
SFLDS00001	PTHR43287:SF1	P	0.0125391849529781	0.0125391849529781	1	
SFLDS00001	TIGR01927		0.00301204819277108	0.00313479623824451	0.0714285714285714	
SFLDS00001	SFLDF00111		0.036144578313253	0.0376175548589342	0.48	
SFLDS00001	PTHR13794:SF50		0.024390243902439	0.0250783699059561	0.470588235294118	
SFLDS00001	PTHR11902:SF10		0.107871720116618	0.115987460815047	0.60655737704918	
SFLDS00001	SFLDF00270		0.009375	0.00940438871473354	0.75	
SFLDS00001	SFLDF00557	P	0.00313479623824451	0.00313479623824451	1	
SFLDS00001	SFLDG01258	P	0.00313479623824451	0.00313479623824451	1	
SFLDS00001	SFLDF00005	P	0.0219435736677116	0.0219435736677116	1	
SFLDS00001	PTHR42728		0.01875	0.0188087774294671	0.857142857142857	
SFLDS00001	PTHR43287:SF6	P	0.00626959247648903	0.00626959247648903	1	
SFLDS00001	TIGR01060	P	0.645962732919255	0.652037617554859	0.985781990521327	
SFLDS00001	PTHR11902:SF12		0.103244837758112	0.109717868338558	0.636363636363636	
SFLDS00001	SFLDG00055	P	0.0313479623824451	0.0313479623824451	1	
SFLDS00001	PTHR11902:SF31	P	0.09375	0.0940438871473354	0.967741935483871	
SFLDS00001	SFLDG00180		0.107033639143731	0.109717868338558	0.813953488372093	
SFLDS00001	SFLDF00552	P	0.00313479623824451	0.00313479623824451	1	
SFLDS00001	PTHR43287:SF4	P	0.0313479623824451	0.0313479623824451	1	
SFLDS00001	PTHR13794:SF59	P	0.00626959247648903	0.00626959247648903	1	
SFLDS00001	SFLDF00154	P	0.00313479623824451	0.00313479623824451	1	
SFLDS00001	PTHR43287:SF2		0.003125	0.00313479623824451	0.5	
SFLDS00001	PTHR11902		0.484649122807018	0.692789968652038	0.61731843575419	
SFLDS00001	SFLDF00003	P	0.0219435736677116	0.0219435736677116	1	
SFLDS00001	PTHR43786		0.0121951219512195	0.0125391849529781	0.307692307692308	
SFLDS00001	PTHR11902:SF13		0.0279503105590062	0.0282131661442006	0.75	
SFLDS00001	SFLDF00010		0.0248447204968944	0.0250783699059561	0.727272727272727	
SFLDS00001	TIGR01928		0.01875	0.0188087774294671	0.857142857142857	
SFLDS00001	TIGR02534	P	0.00313479623824451	0.00313479623824451	1	
SFLDS00001	SFLDG00179		0.113372093023256	0.122257053291536	0.609375	
SFLDS00001	PTHR43287:SF7	P	0.00626959247648903	0.00626959247648903	1	
SFLDS00001	SFLDF00134	P	0.00313479623824451	0.00313479623824451	1	
SFLDS00001	TIGR03247	P	0.0156739811912226	0.0156739811912226	1	
TIGR04078	SFLDG01067	C	0.00378787878787879	1	0.00378787878787879	
TIGR04078	PTHR11228:SF22	C	0.125	1	0.125	
TIGR04078	PTHR11228	C	0.0153846153846154	1	0.0153846153846154	
PTHR30538:SF1	SFLDF00283		0.210526315789474	0.222222222222222	0.8	
PTHR30538:SF1	TIGR03821	P	0.444444444444444	0.444444444444444	1	
PTHR30538:SF1	TIGR03820		0.157894736842105	0.166666666666667	0.75	
PTHR30538:SF1	PTHR30538	C	0.6	1	0.6	
PTHR30538:SF1	SFLDG01070	C	0.62962962962963	0.944444444444444	0.653846153846154	
PTHR30538:SF1	TIGR03822	P	0.0555555555555556	0.0555555555555556	1	
PTHR30538:SF1	TIGR00238	C	0.708333333333333	0.944444444444444	0.739130434782609	
PTHR30538:SF1	SFLDF00314	P	0.444444444444444	0.444444444444444	1	
PTHR30538:SF1	SFLDS00029	C	0.0129770992366412	0.944444444444444	0.012987012987013	
PTHR11135:SF0	SFLDG01086		0.641221374045801	0.807692307692308	0.756756756756757	
PTHR11135:SF0	SFLDF00344	P	0.702702702702703	0.75	0.917647058823529	
PTHR11135:SF0	SFLDG01082		0.00896860986547085	0.0384615384615385	0.0115606936416185	
PTHR11135:SF0	PTHR11135	C	0.700680272108844	0.990384615384615	0.705479452054795	
PTHR11135:SF0	SFLDS00029		0.0194805194805195	0.259615384615385	0.0206264323911383	
PTHR11135:SF0	TIGR01211	P	0.763636363636364	0.807692307692308	0.933333333333333	
PTHR33650:SF1	PTHR33650	C	0.435897435897436	0.944444444444444	0.447368421052632	
TIGR01290	PTHR43787:SF1		0.2	0.333333333333333	0.333333333333333	
TIGR01290	SFLDG01067	C	0.0113636363636364	1	0.0113636363636364	
TIGR01290	SFLDF00281	P	0.333333333333333	0.333333333333333	1	
TIGR01290	SFLDG01068		0.25	0.333333333333333	0.5	
TIGR01290	PTHR43787:SF7	P	0.666666666666667	0.666666666666667	1	
TIGR01290	PTHR43787	C	0.0909090909090909	1	0.0909090909090909	
TIGR01290	SFLDS00029		0.00152671755725191	0.666666666666667	0.00152788388082506	
PTHR30352:SF4	SFLDG01118		0.5	0.583333333333333	0.777777777777778	
PTHR30352:SF4	TIGR02494		0.571428571428571	0.666666666666667	0.8	
PTHR30352:SF4	SFLDG01066		0.191489361702128	0.75	0.204545454545455	
PTHR30352:SF4	TIGR04395	P	0.0833333333333333	0.0833333333333333	1	
PTHR30352:SF4	SFLDS00029	C	0.0083969465648855	0.916666666666667	0.00840336134453781	
PTHR30352:SF4	PTHR30352	C	0.148148148148148	1	0.148148148148148	
PTHR13932:SF3	PTHR13932	C	0.121495327102804	0.928571428571429	0.122641509433962	
PTHR13932:SF3	SFLDF00562		0.154929577464789	0.785714285714286	0.161764705882353	
PTHR13932:SF3	TIGR00539		0.157142857142857	0.785714285714286	0.164179104477612	
PTHR13932:SF3	SFLDF00288		0.0166666666666667	0.0714285714285714	0.0212765957446809	
PTHR13932:SF3	SFLDS00029		0.00379362670713202	0.357142857142857	0.00381970970206264	
PTHR43076:SF7	PTHR43076	C	0.2	1	0.2	
PTHR43076:SF7	SFLDF00342		0.222222222222222	0.571428571428571	0.266666666666667	
PTHR43076:SF7	SFLDG01082		0.00857142857142857	0.428571428571429	0.00867052023121387	
PTHR43076:SF7	SFLDG01064	C	0.2	1	0.2	
PTHR43076:SF7	SFLDG01389	C	0.269230769230769	1	0.269230769230769	
PTHR43076:SF7	TIGR03700	P	0.857142857142857	0.857142857142857	1	
PTHR43076:SF7	SFLDG01388		0.0833333333333333	0.285714285714286	0.105263157894737	
PTHR43076:SF7	TIGR00423	C	0.269230769230769	1	0.269230769230769	
PTHR43076:SF7	SFLDF00343	C	0.368421052631579	1	0.368421052631579	
PTHR43076:SF7	SFLDS00029	C	0.0053475935828877	1	0.0053475935828877	
PTHR42914	TIGR00364	P	0.84375	0.84375	1	
PTHR33650	PTHR33650:SF1	P	0.435897435897436	0.447368421052632	0.944444444444444	
PTHR30352:SF20	TIGR04337		0.388888888888889	0.777777777777778	0.4375	
PTHR30352:SF20	SFLDG01101	C	0.45	1	0.45	
PTHR30352:SF20	SFLDS00029	C	0.00687547746371276	1	0.00687547746371276	
PTHR30352:SF20	PTHR30352	C	0.111111111111111	1	0.111111111111111	
SFLDF00274	PTHR43837	C	0.833333333333333	1	0.833333333333333	
SFLDF00274	SFLDG01082	C	0.0578034682080925	1	0.0578034682080925	
SFLDF00274	TIGR00089	C	0.116279069767442	1	0.116279069767442	
SFLDF00274	SFLDG01061	C	0.158730158730159	1	0.158730158730159	
SFLDF00274	SFLDS00029	C	0.0152788388082506	1	0.0152788388082506	
SFLDF00274	TIGR01125	C	0.869565217391304	1	0.869565217391304	
SFLDS00029	SFLDF00283	P	0.00381970970206264	0.00381970970206264	1	
SFLDS00029	TIGR03972	P	0.0053475935828877	0.0053475935828877	1	
SFLDS00029	SFLDF00293	P	0.0053475935828877	0.0053475935828877	1	
SFLDS00029	TIGR03278		0.000763358778625954	0.000763941940412529	0.5	
SFLDS00029	PTHR10949:SF0		0.047583081570997	0.0481283422459893	0.807692307692308	
SFLDS00029	SFLDG01099	P	0.00993124522536287	0.00993124522536287	1	
SFLDS00029	SFLDF00295	P	0.00305576776165011	0.00305576776165011	1	
SFLDS00029	TIGR03955	P	0.00611153552330023	0.00611153552330023	1	
SFLDS00029	TIGR03471	P	0.000763941940412529	0.000763941940412529	1	
SFLDS00029	TIGR02026	P	0.00229182582123759	0.00229182582123759	1	
SFLDS00029	TIGR03910	P	0.000763941940412529	0.000763941940412529	1	
SFLDS00029	TIGR04083	P	0.000763941940412529	0.000763941940412529	1	
SFLDS00029	PTHR43432:SF4		0.000763358778625954	0.000763941940412529	0.5	
SFLDS00029	PTHR43020:SF1	P	0.0221543162719633	0.0221543162719633	1	
SFLDS00029	SFLDF00348	P	0.00305576776165011	0.00305576776165011	1	
SFLDS00029	SFLDF00413	P	0.0359052711993888	0.0359052711993888	1	
SFLDS00029	SFLDF00285	P	0.00687547746371276	0.00687547746371276	1	
SFLDS00029	SFLDG01086		0.0312273057371097	0.0328495034377387	0.387387387387387	
SFLDS00029	SFLDF00272	P	0.0290297937356761	0.0290297937356761	1	
SFLDS00029	PTHR13932:SF9	P	0.00152788388082506	0.00152788388082506	1	
SFLDS00029	PTHR43787:SF1	P	0.00229182582123759	0.00229182582123759	1	
